type,id,sentiment_body_p,sentiment_body_s,sentiment_title_p,sentiment_title_s,published
Toyota,5467409261,negative,0.66,neutral,0.62,2023-03-31T21:05:35Z
Toyota,5467422104,negative,0.86,negative,0.79,2023-03-31T21:05:17Z
Toyota,5467407940,neutral,0.78,neutral,0.85,2023-03-31T21:04:44Z
Toyota,5467404614,negative,0.93,negative,0.59,2023-03-31T21:03:24Z
Toyota,5467404906,negative,0.72,neutral,0.86,2023-03-31T21:03:24Z
Toyota,5467401867,positive,0.56,neutral,0.67,2023-03-31T21:02:26Z
Toyota,5467389050,negative,0.87,neutral,0.96,2023-03-31T21:02:06Z
Toyota,5467386817,positive,0.7,neutral,0.71,2023-03-31T20:59:39Z
Toyota,5467390425,positive,0.97,neutral,0.74,2023-03-31T20:59:33Z
Toyota,5467389646,positive,1.0,negative,0.38,2023-03-31T20:59:20Z
Toyota,5467387762,positive,0.98,neutral,0.81,2023-03-31T20:58:42Z
Toyota,5467382827,positive,0.91,neutral,0.87,2023-03-31T20:58:17Z
Toyota,5467383373,positive,0.5,neutral,0.59,2023-03-31T20:58:01Z
Toyota,5467379930,positive,0.98,neutral,0.76,2023-03-31T20:57:02Z
Toyota,5467377899,positive,0.53,neutral,0.91,2023-03-31T20:56:37Z
Toyota,5467382321,positive,0.93,neutral,0.72,2023-03-31T20:55:41Z
Toyota,5467370499,negative,1.0,negative,0.93,2023-03-31T20:54:41Z
Toyota,5467368270,neutral,0.41,neutral,0.98,2023-03-31T20:54:31Z
Toyota,5467372796,positive,0.71,neutral,0.84,2023-03-31T20:54:22Z
Toyota,5467372695,positive,0.94,neutral,0.62,2023-03-31T20:53:59Z
Toyota,5467366265,positive,0.84,neutral,0.71,2023-03-31T20:53:35Z
Toyota,5467369616,positive,0.59,neutral,0.54,2023-03-31T20:53:20Z
Toyota,5467369217,negative,0.55,neutral,0.73,2023-03-31T20:53:15Z
Toyota,5467366708,positive,1.0,neutral,0.55,2023-03-31T20:52:28Z
Toyota,5467361573,positive,0.75,neutral,0.88,2023-03-31T20:52:20Z
Toyota,5467361190,positive,0.99,neutral,0.7,2023-03-31T20:51:51Z
Toyota,5467357045,negative,0.81,neutral,0.55,2023-03-31T20:51:39Z
Toyota,5467358049,negative,0.94,neutral,0.71,2023-03-31T20:51:25Z
Toyota,5467355817,positive,0.63,neutral,0.68,2023-03-31T20:51:06Z
